序号,p_date,comment_id,评论链接,comment_content,voice_asr_text,voice_duration,show_comment_cnt_td,direct_reply_comment_cnt_td,like_comment_cnt_td,dislike_comment_cnt_td,voice_resource_id,链接,内容分,音频分,优质判断,意图表达,评论内容和语音内容的关系,语音音频和语音asr文本内容的关系,标注员
84.0,20260610.0,1133870728412.0,,第一句调不太会[玫瑰][玫瑰][玫瑰],怎么忍心怪你对我太过可。无时无刻像是一首无法停止的剧情欢歌。不应该。扛住了柴米油盐的麻烦，扛住了朋友聚会的调侃。,27323.0,45865.0,46.0,383.0,1.0,x27TtYYb3Cc.aac,,0.0,1.0,优质,唱歌/朗诵,相关-引导听评论,语义相等内容有差异,孙素青
85.0,20260610.0,1134211911522.0,,我来我来,我今天竟然带她走。我看没敢来。,4589.0,45509.0,10.0,38.0,3.0,Ov5e3TwKM7U.aac,,0.0,1.0,优质,玩梗/搞笑,相关-引导听评论,语义相等内容有差异,孙素青
86.0,20260610.0,1138744611962.0,,好上头,我听见你心中那动人的偏爱，就忽如一夜春风袭来，满院桃花开，我忍不住去采。我忍不住去猜我敞开胸怀为你等待，硬抬硬抬头肥肥胖胖是太阳，孤孤单单是山岗。风风光光小路上三个吊儿郎当。一个对象要做栋梁，一个挖坑心死金伤，一个福气好的实在有点太夸张。,31397.0,45487.0,17.0,223.0,3.0,T96Cv0q40jE.aac,,0.0,1.0,优质,唱歌/朗诵,相关-引导听评论,语义相等内容有差异,孙素青
87.0,20260610.0,1132191154110.0,,听我语音,不是干嘛啊，播真的没招了。,3681.0,45404.0,40.0,163.0,0.0,k39sNROxshM.aac,,0.0,1.0,优质,玩梗/搞笑,相关-引导听评论,语义相等内容有差异,孙素青
88.0,20260610.0,1136294498803.0,,中性辣条音来了[憨笑哪吒],还能从眼前飞跃。我看见了最阳光的笑脸，好时光都改变宝贝因为有限。,14254.0,45219.0,118.0,1249.0,3.0,87N9Xntu7Oo.aac,,0.0,1.0,优质,唱歌/朗诵,相关-引导听评论,语义相等内容有差异,孙素青
89.0,20260610.0,1137837104538.0,,一定要看完哦。,猜名字，猜名字看一下吧。有点害羞哦，三明治。三明治在睡觉，周末有教室。想买的话可。先把他们。芭蕉香，OK。,20493.0,45183.0,8.0,60.0,1.0,_vfsP4u1NEE.aac,,0.0,-1.0,劣质,玩梗/搞笑,相关-引导听评论,语义相等内容有差异,孙素青
90.0,20260610.0,1139117228467.0,,平时我笑,哼哼哼。我不。,7306.0,45000.0,403.0,1216.0,4.0,Cejfrx3brrk.aac,,0.0,0.0,一般,玩梗/搞笑,相关-引导听评论,语义相等内容有差异,孙素青
91.0,20260610.0,1131536385048.0,,嗯，对，满级气泡音,小哥哥太小了。小猪猪太老了。叫妈妈性格不对，仔细想想应该叫我什么。救你。,17359.0,44883.0,72.0,492.0,4.0,ZrDxdqnkpmA.aac,,0.0,0.0,一般,玩梗/搞笑,相关-引导听评论,语义相等内容有差异,孙素青
92.0,20260610.0,1138798042059.0,,气死我了，我的嗓子和狗啃的一样[生气],可以给你吗？你是什么？,5589.0,44801.0,119.0,390.0,4.0,zCoTvSpDzaE.aac,,0.0,0.0,一般,玩梗/搞笑,相关-互为补充,不相关,孙素青
93.0,20260610.0,1131385496113.0,,哈哈哈哈哈哈哈哈,叫哥哥。,2307.0,44625.0,21.0,111.0,3.0,2aPG0zZ8h9g.aac,,0.0,0.0,一般,玩梗/搞笑,相关-引导听评论,语义相等内容有差异,孙素青
94.0,20260610.0,1131467595059.0,,,我非要去下载玩吃鸡。,3312.0,44417.0,72.0,244.0,4.0,RAyAYUOXo3k.aac,,1.0,1.0,优质,玩梗/搞笑,无评论内容,不相关,孙素青
95.0,20260605.0,1134227862670.0,,,所以出场费到底结了没？,3696.0,44269.0,11.0,54.0,4.0,YsXhD6wzG9E.aac,,0.0,0.0,一般,提问,无评论内容,完全一致,孙素青
96.0,20260607.0,1132350254629.0,,嘿嘿嘿[摸鱼],哈喽哈喽。,2525.0,43921.0,32.0,140.0,4.0,4_xgIiSUbZg.aac,,0.0,0.0,一般,发语音玩,相关-引导听评论,完全一致,孙素青
97.0,20260610.0,1129248772972.0,,,你们的快手不能发语音吗？,3812.0,43915.0,31.0,85.0,3.0,kvrDd_bF1vA.aac,,0.0,0.0,一般,提问,无评论内容,完全一致,孙素青
98.0,20260610.0,1132678569865.0,,,哎，还有谁发不了语音呢，不好意思我可以发。,4037.0,43683.0,114.0,326.0,0.0,zDNT7Jtnv_s.aac,,0.0,0.0,一般,提问,无评论内容,语义相等内容有差异,孙素青
99.0,20260610.0,1135364169559.0,,岁月我大浪淘沙🧐,岁月为我大浪淘沙，而你被留下我的世界流转变化你却没时差。啦啦啦啦啦，我亲爱的你呀。,13869.0,43578.0,71.0,875.0,1.0,XrOXtb1PrZo.aac,,0.0,1.0,优质,唱歌/朗诵,相关-引导听评论,语义相等内容有差异,孙素青
100.0,20260610.0,1132900049660.0,,某天你会不会记得我的,十里桃花。待嫁的年华。蓝五分红霞采竹回家。,11617.0,25400.0,8.0,63.0,1.0,N1yHAjCp5r0.aac,,0.0,1.0,优质,唱歌/朗诵,相关-互为补充,语义相等内容有差异,唐晓楠
101.0,20260610.0,1135997269401.0,,这个变声器发语音还在唱歌，我听着语音绷不住了啊,特别神奇，发育音还在唱歌。我听着语音蹦不出了啊。,7529.0,25386.0,21.0,218.0,4.0,3Y9oElNxNOg.aac,,1.0,1.0,优质,玩梗/搞笑,相关-互为补充,语义相等内容有差异,唐晓楠
102.0,20260610.0,1132400861457.0,,《于是》,窗外下着雨，房间里依然很冷清。等着你出现从来没改变。昨晚想到你被寂寞包裹的恐惧，等大黎明。懂得深爱的你。能不能留下来再陪我数次星星。能不能别提起念念不忘的她。能不能告诉我你这次离开的各种原因。,52642.0,25385.0,43.0,323.0,3.0,MrdBZUxzzdU.aac,,0.0,1.0,优质,唱歌/朗诵,相关-互为补充,语义相等内容有差异,唐晓楠
103.0,20260610.0,1132697533542.0,,,子弹在我心头上了膛。请告诉我今后怎么扛。遍体鳞伤，还笑着原谅你的酒馆对我打。歌谣承诺是小孩子说的谎。,29686.0,25382.0,20.0,316.0,1.0,nR78HoULeXE.aac,,0.0,0.0,一般,发语音玩,无评论内容,语义相等内容有差异,唐晓楠
104.0,20260610.0,1134706385421.0,,应该可以吧,没有任何意义，只想你更懂得爱过。脑袋空白的总格，我写了这首歌，其实没什么舍不得，只是眼睛酸涩全是红色。把你的心给我，把你的爱给我，这样我才能大胆尝试，有更多的把握。,24311.0,25343.0,107.0,663.0,4.0,Vq4C8y5cEIk.aac,,0.0,1.0,优质,唱歌/朗诵,相关-引导听评论,语义相等内容有差异,唐晓楠
105.0,20260610.0,1136957954445.0,,来看我的[憨笑哪吒],着歌变声器发语音还在唱歌，我听着语音绷不住了。,7591.0,25309.0,41.0,198.0,0.0,s5UeFIGYrH0.aac,,1.0,1.0,优质,玩梗/搞笑,相关-引导听评论,语义相等内容有差异,唐晓楠
106.0,20260605.0,1132298097128.0,,猫咪的声音[笑哭],小哥哥。太小了叫叔叔，太老了，你应该怎么叫我的。,12244.0,25303.0,93.0,226.0,4.0,BDx3NJS_5p8.aac,,0.0,-1.0,劣质,玩梗/搞笑,相关-引导听评论,语义相等内容有差异,唐晓楠
107.0,20260610.0,1134207994793.0,,爱了吗闺蜜们[偷笑],踮起脚尖提起裙边。让我的手轻轻地。在你的肩舞步翩翩。呼吸渐渐。爱的花儿多甜。一步一步向你靠近一圈一圈替我的心。就像夜空不到的流星。一步一步把我赶紧一圈一圈更决定。要陪你旋转不停。没有谁能比你更。没有谁能代替你给我依赖甜蜜。幸福弯圈圈圆圆转出来。没有谁能比你更好。,60039.0,25286.0,21.0,263.0,1.0,3CY276pMrB8.aac,,0.0,1.0,优质,唱歌/朗诵,相关-引导听评论,语义相等内容有差异,唐晓楠
108.0,20260607.0,1132173116495.0,,,扛住了柴米油盐的麻烦，扛住了朋友聚会的调侃。,9433.0,25264.0,58.0,791.0,0.0,2Xi4dbvbwRg.aac,,0.0,1.0,优质,唱歌/朗诵,无评论内容,语义相等内容有差异,唐晓楠
109.0,20260610.0,1138986004171.0,,泪水打湿洋芋粑 又辣又麻又想他[落泪],泪水打湿养浴吧，又麻又辣又想她。,4550.0,25194.0,15.0,118.0,3.0,RaJlAec9uVM.aac,,1.0,1.0,优质,玩梗/搞笑,相关-互为补充,语义相等内容有差异,唐晓楠
110.0,20260610.0,1140095992670.0,,请你们听[憨笑],想要问问你敢不敢。像你说过那样的爱我。想要问问你敢不敢。像我这样为爱痴狂。想要问问你敢不敢像你说过那样的。呜呜呜呜呜，为爱痴狂。到底你会怎么想？,45641.0,25166.0,16.0,124.0,0.0,tORIA-4XIEI.aac,,0.0,0.0,一般,唱歌/朗诵,相关-引导听评论,语义相等内容有差异,唐晓楠
111.0,20260610.0,1132753735235.0,,老人味儿,别闹叔叔再连夫妻。嗯嗯。,6665.0,25159.0,23.0,66.0,1.0,g2anZjJ8Ds8.aac,,0.0,0.0,一般,玩梗/搞笑,相关-引导听评论,语义相等内容有差异,唐晓楠
112.0,20260610.0,1138976573846.0,,我来承接最后一段,我怀疑你熙熙攘攘的正义。却放过你不再换手的身体。在院子里我必须胜过你。在对手里你算刻进的宿底。,24878.0,25147.0,77.0,470.0,1.0,ccK5kDqGkRw.aac,,0.0,1.0,优质,唱歌/朗诵,相关-互为补充,语义相等内容有差异,唐晓楠
113.0,20260610.0,1137518367653.0,,成功的浪费了你30秒时间,恭喜你兄弟成功的被我恭喜到了啊，记住吃饭要用嘴，走路要用腿。废话说的是屁话，屁话说的是废话，所以我现在既没有说废话也没有说屁话，所以我说白了，我白说了，我不说了。听到这条语音的人，我会浪费你的时间，所以你再不要听后面了。嗯，对，如果你还想继续停下去的话，那就就停吧，因为我已经浪费你很多时间了。,29809.0,25095.0,78.0,176.0,0.0,Rcv5OizStZY.aac,,-1.0,1.0,劣质,发语音玩,相关-引导听评论,语义相等内容有差异,唐晓楠
114.0,20260610.0,1131533204265.0,,辣椒音,哎呀，哥哥我摔倒了。,3101.0,25078.0,51.0,68.0,4.0,wP5S27PK0JQ.aac,,0.0,1.0,优质,玩梗/搞笑,相关-引导听评论,语义相等内容有差异,唐晓楠
115.0,20260610.0,1140209542327.0,,好吧,哎呀，我想我情人了。,2786.0,25046.0,65.0,38.0,2.0,jXKUrNCWqYM.aac,,0.0,0.0,一般,发语音玩,不相关,语义相等内容有差异,唐晓楠
116.0,20260610.0,1135474761860.0,,已被嫌弃，千万不要下[难过至极][难过至极][难过至极],真是服了这个KK键盘了，什么恶臭的语音，一说话就开始唱歌。搞得我们同学他们都嫌弃了，好吧，家人们。,12162.0,24997.0,139.0,1273.0,2.0,e3N1FYn5My8.aac,,1.0,1.0,优质,玩梗/搞笑,相关-互为补充,语义相等内容有差异,唐晓楠
117.0,20260609.0,1133557402584.0,,你不会嫌弃我吧~,宝宝我是极品甜妹音，然后我不小心被蜜蜂捉成了。500斤，我们见面的时候你不要害怕呀，宝宝你不会嫌弃我吧。,12758.0,24982.0,69.0,190.0,4.0,gMdX2fo5sPs.aac,,1.0,1.0,优质,提问,相关-互为补充,语义相等内容有差异,唐晓楠
118.0,20260606.0,1134312886859.0,,,三明治。,2511.0,24955.0,37.0,157.0,4.0,tpyHh7tAvSE.aac,,0.0,-1.0,劣质,玩梗/搞笑,无评论内容,语义相等内容有差异,唐晓楠
119.0,20260606.0,1131185682193.0,,,哎呦我去。,1620.0,24945.0,26.0,157.0,2.0,rrBxPjFE7bc.aac,,0.0,0.0,一般,发语音玩,无评论内容,完全一致,唐晓楠
120.0,20260610.0,1132273445639.0,,唱不来别笑我[憨笑哪吒],没有任何意义，其实你根本没爱过我老太公by luck。,6126.0,24933.0,48.0,161.0,0.0,HuWeWsDAwUI.aac,,0.0,-1.0,劣质,唱歌/朗诵,相关-引导听评论,语义相等内容有差异,唐晓楠
121.0,20260610.0,1131508847269.0,,谁接,下辈子我一定还要和你成个家。,6161.0,24862.0,56.0,93.0,2.0,qEVohNqYAT0.aac,,0.0,1.0,优质,唱歌/朗诵,相关-引导听评论,语义相等内容有差异,唐晓楠
122.0,20260607.0,1132109629625.0,,有点小声,握紧你的手。不怕夜更甜，最悲伤的时候，最痛苦的时候。潭水像沙漠里的海市蜃楼，望着你的影像开口。那勇气却和时间偷偷溜走，思念真难免时间不止神仙。像左面镜像天花一场盛宴。,30343.0,24800.0,78.0,414.0,1.0,QysBnjqa3yY.aac,,0.0,1.0,优质,唱歌/朗诵,相关-互为补充,语义相等内容有差异,唐晓楠
123.0,20260609.0,1137486170357.0,,刚发现手机带到学校以后,啊啊啊。,2792.0,24782.0,36.0,216.0,4.0,uRW5wqxS01I.aac,,0.0,-1.0,劣质,玩梗/搞笑,相关-引导听评论,语义相等内容有差异,唐晓楠
124.0,20260610.0,1138547245976.0,,就问你气不气[赢麻了],我评论区能说话你气不气。,2759.0,24752.0,72.0,66.0,2.0,PKDYZFr5Zlg.aac,,0.0,1.0,优质,发语音玩,相关-引导听评论,完全一致,唐晓楠
125.0,20260610.0,1134991044784.0,,感觉我也不太行[捂脸],三明治，三明治，新鲜的三明治嘞。,4818.0,24742.0,8.0,17.0,1.0,XgYO7x1Hf_g.aac,,0.0,1.0,优质,玩梗/搞笑,相关-引导听评论,完全一致,唐晓楠
126.0,20260610.0,1131584533337.0,,快听我的极品气泡音[生气],叫哥哥太小了，叫叔叔太老了，叫妈妈性格不对。那我想想应该叫什么呢？,13579.0,24740.0,82.0,134.0,2.0,DrlF0LQUaEk.aac,,0.0,0.0,一般,玩梗/搞笑,相关-引导听评论,语义相等内容有差异,唐晓楠
127.0,20260610.0,1131371834165.0,,所有人开武魂,来所有人给我开五魂好吧。,3596.0,24643.0,23.0,36.0,1.0,UQnJDjzUoxI.aac,,0.0,1.0,优质,发语音玩,相关-互为补充,语义相等内容有差异,唐晓楠
128.0,20260610.0,1133593297717.0,,我去我去，终于有语音了，快手[色],居然给你背高在拼什么背好收集钞票，今天还有大金链完没中，咦。嘿嘿，我把我爸的保险姐都输了，那你妈呢，我妈气饱了，拜拜，我的身体会真的太快了。你刚才带我主播呢。,18389.0,24633.0,33.0,159.0,2.0,9nlseitqL7U.aac,,0.0,0.0,一般,唱歌/朗诵,相关-互为补充,不相关,唐晓楠
129.0,20260610.0,1132704638511.0,,,家人真心喊贵乖乖。不要什么都往心里去，没心没肺才能活得不累。真心很贵，你别放任性。感情很重，你别轻易卑微。,16837.0,24618.0,35.0,310.0,0.0,5Oq3dNUGQbo.aac,,0.0,0.0,一般,发语音玩,无评论内容,语义相等内容有差异,唐晓楠
130.0,20260610.0,1131857934002.0,,《海屿你》,那你为什么要炸我，我不知为何。疯狂被你执着，我们之间的故事还不多。这回忆当漩涡了，快要把我吞没。请你别离开。,26238.0,24615.0,68.0,176.0,2.0,QRsOXVL_Omw.aac,,0.0,-1.0,劣质,唱歌/朗诵,相关-互为补充,语义相等内容有差异,唐晓楠
131.0,20260606.0,1131453738908.0,,依旧叫烟头叔叔[色],叫哥哥太小了。叫叔叔再唠了。叫妈妈性别不对。到底该叫什么呢？,16981.0,24546.0,20.0,121.0,4.0,On8IRuSqYgg.aac,,0.0,0.0,一般,玩梗/搞笑,相关-互为补充,语义相等内容有差异,唐晓楠
132.0,20260605.0,1135157915708.0,,,没有任何意义，只是你刚刚爱过脑袋空白的此刻。我写了这首歌，其实没什么舍不得，只是眼睛涩涩就是红色。把你的心给我，把你的爱给我。只有我才能大胆尝试，有更多的把握，我要的也不多，你不要嫌我啰嗦。我只是是否害怕，不小心与你错过。,33074.0,24528.0,87.0,340.0,4.0,B3kqs8X4yVI.aac,,0.0,1.0,优质,唱歌/朗诵,无评论内容,语义相等内容有差异,唐晓楠
133.0,20260610.0,1131294489162.0,,诡秘们能看到吗,哎，我去兄弟们这高级货物还让我谈上了。,4416.0,24510.0,36.0,97.0,1.0,LjY9StvrHIA.aac,,0.0,1.0,优质,发语音玩,相关-引导听评论,语义相等内容有差异,唐晓楠
134.0,20260610.0,1132503416744.0,,？,嗯。哭完了吗？哭完挂了。,13299.0,24505.0,99.0,685.0,0.0,Hft1Wcl2hUQ.aac,,0.0,-1.0,劣质,玩梗/搞笑,相关-引导听评论,语义相等内容有差异,唐晓楠
135.0,20260609.0,1138605042701.0,,我平时打的喷嚏。,啊去。,2236.0,24497.0,11.0,18.0,2.0,KbdKmoWmk4o.aac,,0.0,0.0,一般,玩梗/搞笑,相关-引导听评论,语义相等内容有差异,唐晓楠
136.0,20260610.0,1135481713804.0,,东北雨姐打喷嚏：,啊啊。哈哈哈哈。哎。哈哈哈。,18475.0,24478.0,150.0,753.0,4.0,yRIIdlBvFuE.aac,,1.0,0.0,优质,玩梗/搞笑,相关-引导听评论,语义相等内容有差异,唐晓楠
137.0,20260610.0,1134564437091.0,,[天啊]学会了[天啊],向上向上，向上，向上向上。挣钱。,10079.0,24463.0,46.0,334.0,1.0,M6qHVQUPsxM.aac,,1.0,1.0,优质,玩梗/搞笑,相关-互为补充,语义相等内容有差异,唐晓楠
138.0,20260610.0,1132239257393.0,,极品辣条音轻喷[猪猪],我真的特别爱你，为什么你会落泪，为什么你会落泪，为什么你会落泪。,9498.0,24408.0,9.0,57.0,2.0,FUCzb3eyTkc.aac,,0.0,1.0,优质,唱歌/朗诵,相关-引导听评论,语义相等内容有差异,唐晓楠
139.0,20260610.0,1136323995328.0,,这个变声器发语音还在唱歌，我听着语音绷不住了啊[憨笑哪吒]我咋整,爱在唱歌。我听着语音封不住了啦。,5169.0,24323.0,39.0,482.0,1.0,_NXZPuYEpPI.aac,,1.0,1.0,优质,玩梗/搞笑,相关-互为补充,语义相等内容有差异,唐晓楠
140.0,20260610.0,1137204514999.0,,[憨笑]小时候跟我哥学的,啊。,1491.0,24297.0,52.0,340.0,0.0,mxHpBDoHKxQ.aac,,0.0,1.0,优质,玩梗/搞笑,相关-互为补充,不相关,唐晓楠
141.0,20260610.0,1136455171632.0,,感觉很不错,我只是摔倒了，又不是摔死了，你凭什么觉得。我爬不起来了呢。,9535.0,24259.0,46.0,78.0,4.0,bihK2JCsh8I.aac,,0.0,1.0,优质,玩梗/搞笑,相关-互为补充,语义相等内容有差异,唐晓楠
142.0,20260610.0,1131473529171.0,,我真求你了，你好歹按一下开关吧[都市丽人],鬼迷还怪聪明的嘞，俺都不爱笑。,3930.0,24180.0,23.0,68.0,2.0,W-AWRfGm6oU.aac,,1.0,0.0,优质,观点表达,相关-互为补充,语义相等内容有差异,唐晓楠
143.0,20260610.0,1131830575899.0,,这个我会,向上向上，向上向上向前是萝莉音，湖北歌就是串通。,9885.0,24178.0,18.0,199.0,2.0,_R7zmcVa8Dw.aac,,0.0,1.0,优质,玩梗/搞笑,相关-引导听评论,语义相等内容有差异,唐晓楠
144.0,20260610.0,1137840264069.0,,我绷不住了,猪猪。我要换奶片喽。,2998.0,24143.0,14.0,84.0,0.0,urY4wyV80hY.aac,,0.0,1.0,优质,玩梗/搞笑,相关-互为补充,不相关,唐晓楠
145.0,20260610.0,1137059670658.0,,感觉有点不太对,渣渣，发个奶屁给你不，不不，呵呵呵呵呵，死我了。,6604.0,24123.0,121.0,412.0,1.0,dc_JDqvdHNs.aac,,0.0,1.0,优质,玩梗/搞笑,相关-引导听评论,不相关,唐晓楠
146.0,20260610.0,1140180527543.0,,应该这样亲[亲亲],6666。,1901.0,24123.0,18.0,273.0,1.0,_nWzwlmNny8.aac,,0.0,1.0,优质,玩梗/搞笑,相关-引导听评论,不相关,唐晓楠
147.0,20260610.0,1134991871021.0,,加了个伴奏,没有多难，没有遗憾，没有哭喊。越发简单，我也一样也会紧张。我会习惯逐渐平淡，其实雨也没多大。是风在拼命刮。,23932.0,24010.0,6.0,73.0,3.0,BuxMbOSH1PU.aac,,0.0,0.0,一般,唱歌/朗诵,相关-互为补充,语义相等内容有差异,唐晓楠
